mathMarks,scienceMarks,englishMarks,socialScienceMarks,itMarks,learningStyle,careerInclination,stream
82,67,87,60,62,Theoretical,Finance,Commerce
60,65,87,96,50,Theoretical,Arts,Humanities
67,53,71,67,70,Theoretical,Skilled,Commerce
56,64,94,90,46,Theoretical,Civics,Humanities
78,67,77,57,100,Research,Creative,CS
89,94,77,44,91,Theoretical,Creative,CS
58,84,55,57,45,Research,Medical,Bio
85,60,70,45,72,Practical,Skilled,CS
72,82,59,65,41,Research,Skilled,Bio
77,96,45,50,100,Theoretical,Technology,CS
79,100,67,48,64,Theoretical,Skilled,Bio
91,88,60,41,86,Practical,Technology,CS
56,70,58,49,55,Practical,Medical,BioIP
70,35,78,96,41,Creative,Arts,Humanities
42,44,61,81,51,Creative,Arts,Humanities
74,81,52,55,33,Research,Medical,Bio
76,79,77,65,33,Research,Medical,Bio
42,53,77,86,58,Theoretical,Arts,Humanities
72,90,59,40,91,Practical,Technology,CS
86,89,82,59,67,Research,Technology,BioIP
73,46,51,53,44,Theoretical,Skilled,Commerce
62,46,87,58,40,Practical,Skilled,Commerce
62,82,61,64,64,Research,Medical,Bio
52,98,69,52,72,Research,Technology,BioIP
73,61,52,30,84,Practical,Skilled,CS
43,69,91,75,58,Theoretical,Arts,Humanities
87,56,52,60,76,Practical,Technology,Commerce
30,57,80,79,38,Theoretical,Arts,Humanities
80,88,50,68,38,Research,Medical,Bio
61,71,59,61,55,Theoretical,Medical,Bio
50,79,60,58,41,Research,Skilled,Bio
64,59,97,74,51,Theoretical,Arts,Humanities
51,75,59,49,40,Research,Skilled,Bio
68,65,51,54,64,Practical,Technology,Commerce
80,62,51,58,72,Theoretical,Creative,CS
30,70,91,99,37,Theoretical,Civics,Humanities
71,75,54,57,53,Research,Medical,Bio
84,92,72,57,74,Practical,Medical,BioIP
73,75,56,41,44,Theoretical,Medical,Bio
85,53,84,55,50,Theoretical,Finance,Commerce
79,70,73,51,76,Practical,Technology,BioIP
33,45,90,83,30,Creative,Arts,Humanities
62,33,87,75,52,Creative,Arts,Humanities
95,72,61,67,86,Theoretical,Creative,CS
67,79,55,62,70,Research,Medical,Bio
51,56,69,72,31,Creative,Civics,Humanities
75,60,74,73,74,Theoretical,Technology,Commerce
52,82,59,49,33,Theoretical,Skilled,Bio
63,75,89,67,72,Research,Technology,BioIP
30,59,98,98,35,Theoretical,Arts,Humanities
82,98,69,33,73,Practical,Skilled,CS
66,44,86,90,56,Creative,Arts,Humanities
88,63,54,52,95,Theoretical,Skilled,CS
99,88,47,46,76,Practical,Creative,CS
70,75,55,45,88,Practical,Medical,BioIP
32,66,81,83,48,Theoretical,Civics,Humanities
73,66,71,53,78,Practical,Technology,Commerce
75,79,70,65,62,Theoretical,Medical,Bio
95,84,62,67,75,Research,Skilled,CS
64,98,76,63,58,Practical,Medical,BioIP
86,66,44,58,87,Research,Creative,CS
76,75,71,54,48,Research,Medical,Bio
68,44,72,76,55,Practical,Skilled,Commerce
89,87,61,62,56,Research,Medical,BioIP
100,74,45,58,100,Theoretical,Creative,CS
71,65,63,68,83,Practical,Technology,CS
76,90,79,52,57,Research,Medical,Bio
60,96,74,48,62,Research,Skilled,Bio
90,42,62,58,65,Practical,Finance,Commerce
39,44,89,74,60,Creative,Civics,Humanities
70,83,59,58,65,Theoretical,Medical,Bio
64,71,75,58,43,Theoretical,Skilled,Bio
30,47,73,83,54,Creative,Civics,Humanities
51,92,73,42,45,Theoretical,Skilled,Bio
64,77,63,62,50,Research,Medical,BioIP
50,92,85,49,55,Research,Technology,BioIP
81,54,70,67,48,Theoretical,Skilled,Commerce
61,63,68,58,54,Theoretical,Skilled,Commerce
85,79,57,48,54,Research,Medical,BioIP
68,68,82,85,53,Theoretical,Arts,Humanities
80,62,43,41,88,Research,Technology,CS
80,81,79,43,57,Research,Skilled,Bio
45,40,81,92,48,Theoretical,Arts,Humanities
56,88,64,61,52,Research,Medical,Bio
61,80,86,55,88,Research,Technology,BioIP
66,65,82,99,52,Theoretical,Arts,Humanities
64,61,56,67,46,Practical,Finance,Commerce
78,66,59,51,70,Theoretical,Skilled,Commerce
57,75,71,44,30,Research,Skilled,Bio
53,70,68,68,58,Theoretical,Medical,Bio
50,98,84,64,85,Practical,Technology,BioIP
59,96,63,42,58,Theoretical,Skilled,Bio
47,39,67,98,34,Creative,Arts,Humanities
80,99,59,66,51,Research,Technology,BioIP
71,76,57,46,96,Research,Creative,CS
85,43,57,70,60,Theoretical,Skilled,Commerce
63,82,88,44,55,Research,Medical,BioIP
67,95,76,57,52,Research,Skilled,Bio
81,97,77,56,59,Practical,Technology,BioIP
94,77,45,64,94,Research,Technology,CS
73,77,65,58,66,Theoretical,Skilled,Bio
65,59,77,64,69,Practical,Technology,Commerce
79,77,79,45,59,Research,Skilled,Bio
53,76,64,52,55,Research,Skilled,Bio
68,73,56,62,64,Practical,Technology,BioIP
55,40,99,73,44,Creative,Civics,Humanities
52,70,50,54,69,Practical,Medical,BioIP
81,72,58,66,83,Theoretical,Creative,CS
73,74,79,59,53,Research,Skilled,Bio
77,61,63,38,79,Practical,Skilled,CS
62,78,88,64,77,Practical,Technology,BioIP
63,52,88,56,50,Theoretical,Finance,Commerce
66,71,53,44,68,Research,Skilled,Bio
63,52,70,92,33,Creative,Arts,Humanities
53,100,78,50,67,Research,Medical,BioIP
95,95,53,48,89,Theoretical,Technology,CS
69,100,75,54,63,Research,Technology,BioIP
87,90,61,66,77,Research,Medical,BioIP
69,54,82,96,56,Creative,Civics,Humanities
86,96,63,40,95,Theoretical,Skilled,CS
37,58,84,80,45,Creative,Civics,Humanities
32,56,64,90,34,Creative,Civics,Humanities
72,97,56,51,76,Practical,Skilled,CS
61,64,73,62,71,Theoretical,Technology,Commerce
65,87,75,56,46,Research,Medical,Bio
72,80,61,54,87,Research,Medical,BioIP
52,86,58,49,54,Theoretical,Medical,Bio
44,62,64,76,31,Creative,Civics,Humanities
76,64,87,53,74,Practical,Skilled,Commerce
71,62,72,68,55,Theoretical,Technology,Commerce
69,70,71,68,69,Theoretical,Skilled,Bio
52,82,68,56,30,Research,Skilled,Bio
44,58,70,88,30,Theoretical,Arts,Humanities
61,54,78,85,31,Creative,Civics,Humanities
62,68,68,73,41,Theoretical,Finance,Commerce
90,84,48,64,77,Practical,Technology,CS
54,34,62,88,40,Theoretical,Civics,Humanities
80,53,76,60,56,Practical,Technology,Commerce
70,49,64,52,41,Theoretical,Finance,Commerce
98,76,74,56,70,Theoretical,Skilled,CS
90,79,71,68,85,Research,Technology,BioIP
67,55,75,55,74,Theoretical,Skilled,Commerce
58,76,66,49,54,Research,Medical,Bio
74,66,78,54,48,Theoretical,Finance,Commerce
68,57,86,52,69,Practical,Skilled,Commerce
50,39,82,92,56,Creative,Civics,Humanities
86,90,51,61,85,Theoretical,Creative,CS
63,46,53,56,63,Theoretical,Finance,Commerce
76,63,87,72,48,Practical,Skilled,Commerce
71,73,74,39,99,Theoretical,Skilled,CS
76,89,53,57,80,Research,Creative,CS
42,33,75,79,30,Theoretical,Civics,Humanities
57,87,55,41,63,Theoretical,Medical,Bio
90,92,86,56,83,Research,Technology,BioIP
73,86,77,56,60,Theoretical,Skilled,Bio
39,62,67,89,46,Theoretical,Civics,Humanities
80,99,53,70,58,Theoretical,Medical,Bio
81,70,52,69,45,Theoretical,Finance,Commerce
50,91,79,41,47,Research,Skilled,Bio
58,83,89,41,73,Practical,Medical,BioIP
98,74,61,54,92,Research,Skilled,CS
99,79,62,63,72,Practical,Creative,CS
90,51,87,80,59,Practical,Technology,Commerce
84,94,78,65,85,Theoretical,Skilled,CS
70,71,70,66,57,Theoretical,Medical,Bio
66,52,73,64,77,Theoretical,Finance,Commerce
73,74,73,40,79,Practical,Creative,CS
92,84,61,62,80,Theoretical,Technology,CS
65,35,66,80,34,Theoretical,Civics,Humanities
90,82,57,62,74,Research,Technology,BioIP
59,93,50,59,86,Practical,Technology,BioIP
88,47,67,66,77,Theoretical,Technology,Commerce
70,62,58,69,55,Theoretical,Skilled,Commerce
60,96,80,58,42,Theoretical,Medical,Bio
31,50,65,94,50,Theoretical,Arts,Humanities
76,90,43,50,87,Practical,Creative,CS
71,92,66,48,95,Theoretical,Technology,CS
89,60,70,61,73,Theoretical,Technology,CS
33,47,95,80,34,Creative,Civics,Humanities
70,78,64,70,90,Theoretical,Skilled,CS
62,87,58,53,79,Research,Medical,BioIP
41,46,87,81,54,Creative,Arts,Humanities
65,85,63,43,69,Research,Medical,Bio
77,67,55,56,84,Theoretical,Creative,CS
100,77,78,58,86,Research,Creative,CS
80,82,65,46,88,Research,Creative,CS
81,77,61,30,89,Practical,Skilled,CS
67,59,92,94,42,Theoretical,Civics,Humanities
63,59,90,70,69,Practical,Skilled,Commerce
45,59,71,70,42,Theoretical,Civics,Humanities
70,67,53,37,88,Research,Technology,CS
87,54,53,62,42,Practical,Skilled,Commerce
37,41,73,86,40,Theoretical,Arts,Humanities
56,73,67,43,71,Research,Medical,BioIP
88,65,75,49,100,Research,Technology,CS
67,34,61,88,46,Creative,Arts,Humanities
61,70,65,68,42,Theoretical,Skilled,Bio
77,70,80,47,73,Research,Technology,BioIP
90,98,64,37,100,Practical,Technology,CS
70,92,64,66,49,Theoretical,Medical,Bio
60,71,69,67,53,Theoretical,Skilled,Bio
68,55,72,84,48,Theoretical,Arts,Humanities
84,53,72,64,75,Theoretical,Finance,Commerce
77,98,75,66,86,Practical,Skilled,CS
47,44,97,70,50,Theoretical,Civics,Humanities
92,64,53,67,82,Practical,Skilled,CS
72,46,54,73,49,Theoretical,Finance,Commerce
67,31,93,87,56,Theoretical,Arts,Humanities
83,93,63,52,82,Research,Technology,CS
58,70,75,61,31,Theoretical,Skilled,Bio
70,98,78,68,97,Practical,Skilled,CS
31,61,62,83,54,Creative,Civics,Humanities
79,58,69,66,68,Theoretical,Skilled,Commerce
36,56,63,85,34,Creative,Arts,Humanities
75,67,78,40,98,Theoretical,Technology,CS
81,80,76,42,87,Practical,Skilled,CS
85,91,54,35,92,Practical,Technology,CS
82,69,81,57,46,Theoretical,Finance,Commerce
73,45,62,65,70,Practical,Finance,Commerce
80,42,68,69,80,Practical,Technology,Commerce
69,60,86,68,43,Theoretical,Technology,Commerce
86,72,51,63,93,Research,Technology,CS
69,42,67,77,51,Theoretical,Arts,Humanities
79,84,82,56,66,Research,Technology,BioIP
61,74,51,52,56,Theoretical,Skilled,Bio
72,71,51,59,80,Research,Technology,BioIP
48,36,99,80,49,Theoretical,Civics,Humanities
58,47,91,88,57,Creative,Arts,Humanities
59,71,64,64,39,Research,Medical,Bio
56,75,75,59,51,Theoretical,Medical,Bio
52,49,90,85,56,Creative,Arts,Humanities
68,71,62,59,51,Research,Medical,BioIP
60,44,84,100,40,Theoretical,Arts,Humanities
60,61,62,73,36,Theoretical,Arts,Humanities
88,64,67,32,85,Research,Technology,CS
72,74,72,44,78,Practical,Technology,BioIP
68,76,56,63,67,Practical,Medical,BioIP
46,58,63,91,33,Creative,Arts,Humanities
39,66,73,90,59,Creative,Civics,Humanities
73,96,61,56,50,Theoretical,Skilled,Bio
87,88,83,47,73,Practical,Technology,BioIP
42,58,85,75,33,Creative,Civics,Humanities
70,89,70,46,55,Research,Medical,Bio
84,71,54,50,82,Theoretical,Skilled,CS
96,68,48,63,86,Research,Skilled,CS
84,46,54,72,71,Practical,Finance,Commerce
78,50,74,65,78,Theoretical,Skilled,Commerce
39,43,67,94,59,Creative,Arts,Humanities
68,82,52,51,38,Research,Skilled,Bio
77,99,56,52,80,Research,Creative,CS
84,99,79,66,59,Research,Medical,BioIP
77,77,52,64,78,Research,Medical,BioIP
54,40,71,71,46,Theoretical,Arts,Humanities
50,49,74,89,38,Theoretical,Civics,Humanities
75,82,62,36,100,Research,Creative,CS
53,40,89,95,42,Theoretical,Arts,Humanities
81,86,50,59,57,Practical,Technology,BioIP
62,74,62,60,35,Research,Skilled,Bio
67,93,63,41,32,Theoretical,Medical,Bio
83,93,56,61,79,Theoretical,Technology,CS
60,81,82,42,52,Practical,Technology,BioIP
85,79,54,46,89,Theoretical,Technology,CS
66,81,74,68,44,Research,Skilled,Bio
68,48,66,91,56,Creative,Arts,Humanities
54,32,60,73,54,Creative,Arts,Humanities
90,56,62,57,40,Theoretical,Skilled,Commerce
31,44,68,78,31,Theoretical,Civics,Humanities
31,58,96,90,49,Theoretical,Civics,Humanities
73,92,52,58,72,Practical,Technology,CS
57,77,64,45,61,Research,Skilled,Bio
57,92,53,53,42,Theoretical,Skilled,Bio
59,62,90,95,56,Theoretical,Civics,Humanities
95,66,55,67,95,Theoretical,Skilled,CS
64,86,58,64,45,Research,Medical,Bio
94,87,80,36,97,Research,Creative,CS
71,92,75,42,98,Research,Skilled,CS
83,92,49,66,99,Practical,Skilled,CS
73,93,53,62,31,Research,Skilled,Bio
73,99,47,43,86,Theoretical,Technology,CS
55,90,59,52,34,Research,Skilled,Bio
82,48,58,60,42,Theoretical,Finance,Commerce
62,36,95,86,49,Theoretical,Arts,Humanities
63,38,78,99,33,Theoretical,Civics,Humanities
31,60,74,82,53,Creative,Arts,Humanities
72,96,69,42,100,Research,Technology,CS
77,98,61,50,82,Practical,Medical,BioIP
89,58,51,76,58,Practical,Skilled,Commerce
77,73,48,40,71,Practical,Technology,CS
93,100,61,67,84,Theoretical,Skilled,CS
85,48,67,61,75,Theoretical,Technology,Commerce
55,76,57,60,60,Theoretical,Skilled,Bio
77,76,73,59,93,Research,Technology,CS
71,79,53,56,67,Research,Skilled,Bio
35,57,77,96,58,Theoretical,Civics,Humanities
50,86,65,68,64,Theoretical,Medical,Bio
77,95,60,49,34,Research,Skilled,Bio
93,65,40,54,82,Research,Skilled,CS
61,62,73,86,32,Theoretical,Civics,Humanities
70,64,69,45,99,Practical,Skilled,CS
51,91,53,56,74,Research,Medical,BioIP
80,80,80,52,86,Research,Technology,CS
80,79,71,64,56,Practical,Technology,BioIP
96,85,52,46,100,Theoretical,Skilled,CS
76,70,76,54,40,Research,Skilled,Bio
58,72,56,43,48,Research,Skilled,Bio
33,60,68,76,47,Theoretical,Civics,Humanities
72,60,58,57,55,Theoretical,Finance,Commerce
77,81,74,40,68,Research,Skilled,Bio
63,35,95,96,37,Theoretical,Arts,Humanities
54,86,86,53,83,Practical,Technology,BioIP
81,90,79,62,65,Research,Technology,BioIP
71,75,59,45,61,Research,Skilled,Bio
57,70,66,49,36,Research,Skilled,Bio
36,37,95,94,35,Theoretical,Arts,Humanities
94,77,67,50,71,Theoretical,Creative,CS
73,99,61,47,82,Practical,Creative,CS
48,32,90,88,51,Creative,Civics,Humanities
88,97,52,53,90,Research,Technology,BioIP
72,41,63,71,61,Theoretical,Skilled,Commerce
66,85,79,45,88,Practical,Medical,BioIP
56,74,80,59,50,Practical,Technology,BioIP
100,68,45,49,88,Theoretical,Technology,CS
68,39,90,96,36,Creative,Arts,Humanities
61,74,74,59,80,Practical,Medical,BioIP
94,72,59,32,86,Practical,Creative,CS
91,65,46,40,95,Theoretical,Creative,CS
61,100,52,64,44,Theoretical,Skilled,Bio
83,70,50,41,60,Research,Medical,BioIP
89,99,71,41,74,Practical,Medical,BioIP
60,91,67,42,51,Research,Skilled,Bio
72,100,73,35,85,Research,Skilled,CS
79,75,61,48,30,Theoretical,Skilled,Bio
40,30,86,80,42,Creative,Civics,Humanities
87,71,54,40,82,Research,Technology,BioIP
64,54,85,76,57,Practical,Skilled,Commerce
60,91,65,42,62,Theoretical,Medical,Bio
70,66,54,38,89,Research,Creative,CS
63,80,83,52,81,Practical,Medical,BioIP
32,48,76,77,56,Theoretical,Arts,Humanities
86,63,57,32,100,Research,Creative,CS
97,67,80,57,98,Research,Creative,CS
79,63,75,66,60,Practical,Finance,Commerce
52,72,71,49,52,Research,Medical,BioIP
45,69,88,76,50,Creative,Arts,Humanities
92,69,74,49,78,Research,Creative,CS
76,79,45,66,85,Research,Skilled,CS
56,100,69,54,60,Research,Skilled,Bio
93,96,79,51,86,Theoretical,Skilled,CS
74,92,60,69,45,Research,Medical,Bio
88,71,70,60,89,Practical,Technology,BioIP
75,72,54,43,87,Research,Medical,BioIP
73,72,64,64,39,Theoretical,Skilled,Bio
97,97,60,34,95,Theoretical,Technology,CS
76,72,80,42,98,Research,Creative,CS
81,71,87,68,64,Research,Technology,BioIP
86,47,75,57,75,Theoretical,Finance,Commerce
51,38,77,76,53,Creative,Arts,Humanities
65,79,77,48,56,Research,Skilled,Bio
54,70,66,47,43,Research,Medical,Bio
81,71,55,69,69,Research,Medical,BioIP
48,69,64,74,37,Creative,Arts,Humanities
78,48,82,64,77,Practical,Finance,Commerce
65,85,73,61,31,Theoretical,Medical,Bio
37,65,79,82,44,Creative,Civics,Humanities
84,48,52,66,72,Theoretical,Skilled,Commerce
54,43,62,100,49,Creative,Arts,Humanities
66,69,87,76,66,Practical,Finance,Commerce
83,86,89,61,66,Practical,Medical,BioIP
48,47,79,94,34,Creative,Civics,Humanities
67,54,70,68,45,Practical,Finance,Commerce
66,34,93,73,45,Creative,Civics,Humanities
67,92,61,61,40,Theoretical,Skilled,Bio
86,69,48,39,97,Research,Creative,CS
48,68,77,82,57,Creative,Arts,Humanities
59,97,78,41,52,Theoretical,Skilled,Bio
72,93,74,40,97,Practical,Creative,CS
70,84,72,34,86,Theoretical,Skilled,CS
69,95,50,61,55,Research,Medical,Bio
72,80,74,50,57,Theoretical,Medical,Bio
68,50,89,59,60,Practical,Skilled,Commerce
91,97,73,69,82,Practical,Technology,CS
61,31,73,82,40,Creative,Civics,Humanities
62,90,71,59,65,Practical,Technology,BioIP
73,64,70,60,95,Research,Skilled,CS
31,61,75,76,33,Creative,Arts,Humanities
54,79,75,56,82,Research,Technology,BioIP
56,90,56,66,58,Research,Skilled,Bio
59,83,61,40,35,Theoretical,Medical,Bio
75,88,88,44,80,Research,Technology,BioIP
39,51,61,76,48,Creative,Arts,Humanities
78,47,50,50,61,Practical,Finance,Commerce
100,65,61,39,77,Theoretical,Skilled,CS
70,87,74,65,99,Practical,Technology,CS
77,75,79,68,40,Theoretical,Medical,Bio
86,100,80,67,61,Research,Technology,BioIP
64,79,76,58,47,Research,Skilled,Bio
56,43,99,71,60,Theoretical,Arts,Humanities
62,69,79,61,78,Theoretical,Skilled,Commerce
98,94,76,56,84,Practical,Skilled,CS
56,90,75,40,44,Theoretical,Skilled,Bio
89,70,63,58,83,Research,Skilled,CS
78,58,63,61,67,Theoretical,Technology,Commerce
99,61,79,33,77,Theoretical,Skilled,CS
76,62,67,44,84,Theoretical,Creative,CS
75,85,53,44,45,Research,Skilled,Bio
81,89,70,68,86,Research,Creative,CS
61,89,61,62,44,Research,Skilled,Bio
64,77,79,49,69,Theoretical,Skilled,Bio
50,88,55,46,48,Theoretical,Medical,Bio
86,92,44,32,71,Research,Creative,CS
89,66,56,30,100,Theoretical,Creative,CS
52,53,94,82,41,Creative,Civics,Humanities
70,88,69,68,57,Research,Medical,Bio
68,67,85,59,79,Practical,Finance,Commerce
75,80,63,56,92,Theoretical,Technology,CS
74,76,51,55,64,Practical,Medical,BioIP
78,78,70,52,32,Theoretical,Skilled,Bio
79,82,75,50,44,Theoretical,Medical,Bio
88,45,75,79,60,Theoretical,Technology,Commerce
66,86,73,45,49,Theoretical,Skilled,Bio
67,86,56,57,33,Research,Skilled,Bio
73,65,45,45,74,Practical,Creative,CS
66,56,85,76,31,Creative,Civics,Humanities
89,63,76,70,77,Practical,Skilled,Commerce
67,46,61,86,59,Theoretical,Civics,Humanities
32,49,92,73,50,Theoretical,Civics,Humanities
78,71,52,40,67,Practical,Technology,BioIP
53,68,65,72,34,Theoretical,Civics,Humanities
75,63,62,79,75,Practical,Skilled,Commerce
64,44,83,59,42,Theoretical,Skilled,Commerce
35,33,86,73,47,Creative,Civics,Humanities
86,49,79,72,45,Practical,Skilled,Commerce
70,95,52,69,82,Practical,Technology,BioIP
76,42,62,76,60,Practical,Finance,Commerce
42,42,70,76,52,Creative,Arts,Humanities
85,40,65,76,78,Theoretical,Skilled,Commerce
31,66,81,80,47,Creative,Arts,Humanities
48,44,95,77,33,Creative,Civics,Humanities
65,48,61,78,51,Theoretical,Arts,Humanities
67,70,81,54,72,Theoretical,Finance,Commerce
72,71,76,64,87,Practical,Technology,CS
67,40,79,93,44,Creative,Civics,Humanities
61,79,66,44,65,Theoretical,Skilled,Bio
66,30,80,79,40,Theoretical,Arts,Humanities
80,74,52,65,65,Theoretical,Medical,Bio
90,84,60,59,55,Research,Medical,BioIP
84,85,64,53,92,Theoretical,Technology,CS
39,64,87,82,59,Creative,Civics,Humanities
85,43,75,67,67,Practical,Skilled,Commerce
51,63,68,88,36,Creative,Civics,Humanities
58,52,91,81,39,Creative,Civics,Humanities
96,93,46,32,98,Practical,Creative,CS
36,63,70,98,45,Creative,Arts,Humanities
85,66,71,57,89,Research,Technology,CS
97,98,51,63,92,Practical,Skilled,CS
54,92,65,50,42,Theoretical,Skilled,Bio
96,71,47,38,82,Practical,Creative,CS
79,65,52,55,73,Practical,Technology,CS
80,93,52,41,64,Practical,Technology,BioIP
59,39,79,79,55,Creative,Arts,Humanities
70,91,78,61,45,Research,Medical,Bio
70,87,66,62,35,Theoretical,Medical,Bio
64,54,69,72,57,Theoretical,Skilled,Commerce
31,47,75,89,41,Creative,Civics,Humanities
69,95,63,51,72,Research,Technology,BioIP
53,44,80,99,37,Theoretical,Civics,Humanities
45,44,79,97,41,Creative,Civics,Humanities
66,55,81,84,46,Theoretical,Arts,Humanities
92,96,72,31,80,Theoretical,Skilled,CS
80,95,73,48,58,Research,Medical,Bio
46,32,67,92,47,Theoretical,Civics,Humanities
50,52,60,83,30,Theoretical,Arts,Humanities
69,44,79,75,50,Practical,Technology,Commerce
71,73,73,67,52,Research,Skilled,Bio
79,88,68,64,63,Research,Skilled,Bio
72,60,70,57,61,Theoretical,Technology,Commerce
61,33,92,83,55,Creative,Arts,Humanities
63,36,87,88,32,Creative,Civics,Humanities
69,93,71,54,36,Theoretical,Medical,Bio
91,97,51,63,81,Practical,Creative,CS
84,56,84,66,72,Theoretical,Finance,Commerce
40,53,64,89,44,Theoretical,Civics,Humanities
67,72,71,51,80,Research,Technology,BioIP
97,73,60,60,76,Theoretical,Technology,CS
52,49,68,93,37,Theoretical,Civics,Humanities
57,57,100,90,54,Creative,Civics,Humanities
92,66,75,46,97,Theoretical,Technology,CS
80,71,71,60,53,Theoretical,Medical,Bio
72,91,47,55,72,Research,Technology,CS
54,54,80,71,52,Creative,Civics,Humanities
79,76,60,53,79,Practical,Skilled,CS
76,77,45,56,95,Research,Creative,CS
61,44,76,78,54,Theoretical,Technology,Commerce
75,65,60,30,99,Practical,Skilled,CS
76,95,67,66,73,Research,Creative,CS
87,65,56,65,81,Practical,Technology,CS
42,65,91,96,36,Creative,Arts,Humanities
97,99,64,37,91,Practical,Technology,CS
61,43,70,56,70,Theoretical,Skilled,Commerce
85,89,50,70,57,Practical,Medical,BioIP
97,93,75,46,83,Research,Creative,CS
81,41,50,55,59,Practical,Skilled,Commerce
33,49,85,94,41,Theoretical,Arts,Humanities
55,85,89,60,64,Research,Technology,BioIP
83,49,73,80,49,Practical,Finance,Commerce
95,61,45,46,79,Theoretical,Skilled,CS
90,85,78,35,81,Practical,Skilled,CS
66,95,63,67,56,Research,Medical,BioIP
65,70,90,64,52,Practical,Technology,Commerce
70,95,73,55,77,Practical,Technology,BioIP
65,79,60,67,52,Theoretical,Skilled,Bio
55,88,75,51,69,Research,Medical,Bio
40,43,100,81,40,Theoretical,Arts,Humanities
66,44,83,95,60,Creative,Arts,Humanities
72,91,80,34,96,Practical,Creative,CS
100,60,57,43,79,Practical,Technology,CS
79,97,71,62,51,Practical,Technology,BioIP
56,94,62,42,55,Research,Skilled,Bio
63,89,65,55,41,Research,Medical,Bio
72,71,62,48,95,Research,Skilled,CS
69,93,53,58,47,Research,Skilled,Bio
69,58,66,60,74,Practical,Finance,Commerce
87,60,72,51,57,Practical,Skilled,Commerce
83,64,55,72,47,Practical,Technology,Commerce
51,85,57,61,42,Theoretical,Skilled,Bio
70,64,43,68,84,Research,Technology,CS
73,89,68,61,99,Practical,Skilled,CS
82,49,67,77,57,Theoretical,Finance,Commerce
71,100,78,67,53,Theoretical,Skilled,Bio
59,92,75,62,40,Research,Skilled,Bio
64,34,76,79,47,Theoretical,Civics,Humanities
53,95,88,46,75,Research,Medical,BioIP
71,93,65,60,34,Research,Skilled,Bio
51,32,82,74,55,Creative,Civics,Humanities
86,70,78,67,54,Theoretical,Skilled,Commerce
76,89,71,65,70,Practical,Technology,BioIP
83,51,63,51,57,Theoretical,Technology,Commerce
88,90,80,69,68,Practical,Medical,BioIP
89,61,50,53,77,Practical,Skilled,Commerce
52,79,77,50,45,Theoretical,Skilled,Bio
71,74,77,40,80,Practical,Skilled,CS
46,69,92,94,30,Theoretical,Civics,Humanities
84,93,73,33,71,Theoretical,Skilled,CS
44,45,89,85,60,Creative,Civics,Humanities
69,81,52,56,78,Research,Medical,BioIP
66,43,76,60,59,Theoretical,Skilled,Commerce
61,85,51,69,40,Theoretical,Skilled,Bio
91,60,77,67,93,Theoretical,Creative,CS
40,37,80,70,42,Theoretical,Civics,Humanities
74,96,73,46,70,Practical,Technology,BioIP
63,46,82,100,51,Creative,Arts,Humanities
77,79,71,45,74,Research,Technology,BioIP
72,93,60,51,60,Theoretical,Skilled,Bio
79,82,64,53,56,Research,Medical,Bio
89,86,66,40,81,Research,Medical,BioIP
71,54,55,66,41,Practical,Skilled,Commerce
86,91,65,52,100,Theoretical,Technology,CS
50,100,61,57,54,Theoretical,Medical,Bio
94,88,45,52,97,Research,Technology,CS
60,74,56,68,56,Research,Medical,BioIP
49,55,95,88,59,Theoretical,Civics,Humanities
67,94,51,61,58,Research,Skilled,Bio
66,58,78,98,50,Creative,Arts,Humanities
74,80,71,47,77,Practical,Technology,BioIP
75,60,78,57,79,Theoretical,Skilled,CS
87,85,67,51,71,Research,Medical,BioIP
56,67,80,72,49,Creative,Civics,Humanities
76,43,51,75,59,Theoretical,Finance,Commerce
51,73,67,64,46,Research,Medical,Bio
63,43,79,69,45,Theoretical,Skilled,Commerce
72,84,70,60,51,Research,Skilled,Bio
77,85,52,54,49,Research,Skilled,Bio
71,65,90,57,41,Practical,Technology,Commerce
72,71,80,57,50,Research,Skilled,Bio
76,48,72,55,80,Theoretical,Technology,Commerce
66,57,86,97,47,Creative,Civics,Humanities
83,55,85,61,68,Theoretical,Skilled,Commerce
60,51,66,86,41,Theoretical,Civics,Humanities
90,91,80,47,85,Research,Skilled,CS
71,70,61,67,46,Research,Skilled,Bio
91,86,52,65,90,Research,Creative,CS
56,46,89,78,54,Theoretical,Arts,Humanities
76,64,70,67,57,Practical,Skilled,Commerce
53,68,70,90,42,Theoretical,Civics,Humanities
61,66,59,53,68,Practical,Finance,Commerce
51,95,58,40,67,Theoretical,Skilled,Bio
74,87,63,61,89,Research,Creative,CS
56,77,56,52,72,Practical,Technology,BioIP
75,83,72,54,62,Practical,Technology,BioIP
30,40,74,99,57,Creative,Civics,Humanities
89,95,64,62,93,Research,Creative,CS
52,93,75,56,54,Practical,Medical,BioIP
39,51,97,94,34,Theoretical,Civics,Humanities
51,95,59,54,88,Research,Technology,BioIP
60,83,75,43,47,Theoretical,Skilled,Bio
63,81,73,58,62,Research,Skilled,Bio
67,53,89,78,30,Creative,Arts,Humanities
96,92,60,55,78,Theoretical,Technology,CS
59,40,80,82,55,Creative,Arts,Humanities
54,73,77,61,36,Research,Skilled,Bio
42,49,67,83,38,Creative,Arts,Humanities
38,42,85,82,49,Theoretical,Civics,Humanities
37,65,82,95,30,Theoretical,Civics,Humanities
60,90,66,52,68,Theoretical,Medical,Bio
